,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
1368,15704546335_10154532357461336,"""The war on our police must end and it must end now.""  

In his speech on restoring ""law and order,"" Donald J. Trump said the war on police is ""a war on all peaceful citizens who want to be able to work and live and send their kids to school in safety.""",,video,https://www.facebook.com/FoxNews/videos/10154532357461336/,2016-08-16 22:00:24,44617,2140,17748,war police speech restoring law order   war police war peaceful citizens work live send kids school safety,trump,Neutral
1369,15704546335_10154532256216336,Live now: Donald J. Trump delivers a speech in Wisconsin.,,video,https://www.facebook.com/FoxNews/videos/10154532256216336/,2016-08-16 21:07:51,30849,36225,8205,Live   delivers speech Wisconsin,trump,Neutral
1371,15704546335_10154532254996336,"Programming Change: Due to Donald J. Trump's upcoming speech, the Trump town hall hosted by Sean Hannity will not air tonight. Tune in to Fox News Channel for live coverage of Trump's speech.",,status,,2016-08-16 20:53:36,1100,277,61,Programming Change  s upcoming speech  town hall hosted Sean Hannity will air tonight Tune Fox News Channel live coverage s speech,trump,Neutral
1372,15704546335_10154531937411336,"Donald J. Trump pledged that as president, he would ""fight to ensure that every American is treated equally, protected equally, and honored equally.""",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154531937411336/?type=3,2016-08-16 18:24:19,34823,1890,5093,  pledged president fight ensure American treated equally protected equally honored equally,trump,Neutral
1375,15704546335_10154530744971336,What do you think of Donald J. Trump's plan to combat terrorism? http://fxn.ws/2btyvdF,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154530744971336/?type=3,2016-08-16 09:50:52,80141,4803,15790, s plan combat terrorism httpfxnwsbtyvdF,trump,Neutral
1377,15704546335_10154528639086336,Donald J. Trump called for an ideological screening test to combat terrorism.,,video,https://www.facebook.com/FoxNews/videos/10154528639086336/,2016-08-15 14:34:37,26607,2166,4493,  called ideological screening test combat terrorism,trump,Neutral
1378,15704546335_10154528443891336,Donald J. Trump delivers a speech on fighting terrorism.,,video,https://www.facebook.com/FoxNews/videos/10154528443891336/,2016-08-15 13:28:11,33466,37076,9267,  delivers speech fighting terrorism,trump,Neutral
1381,15704546335_10154525685351336,"""We so much need to elect Donald Trump as the next president of the United States.""

Republican vice presidential nominee Mike Pence joined Chris Wallace on ""Fox News Sunday"" for his first Sunday show interview since officially becoming Donald J. Trump's running mate.",Pence: We Need to Elect Trump Because of Hillary's Trustworthiness Problem,link,http://insider.foxnews.com/2016/08/14/mike-pence-speaks-chris-wallace-about-donald-trump-hillary-clinton-2016-race,2016-08-15 03:00:00,9981,879,1258,elect   president United StatesRepublican vice presidential nominee Mike Pence joined Chris Wallace Fox News Sunday Sunday interview officially  s running mate,trump,Neutral
1382,15704546335_10154525435241336,"""Donald Trump may make an occasional verbal mistake. She both lies and engages in criminal activity. At some point the weight of those two is pretty disproportionate."" – Newt Gingrich","Gingrich: Trump Makes Occasional Verbal Mistakes, Hillary 'Lies and Engages in Criminal Activity'",link,http://insider.foxnews.com/2016/08/14/newt-gingrich-donald-trump-media-coverage-hillary-clinton-lies,2016-08-15 01:00:00,39168,1580,15744,  occasional verbal mistake lies engages criminal activity point weight pretty disproportionate Newt Gingrich,trump,Neutral
1383,15704546335_10154521042471336,"This Tuesday, Sean Hannity hosts an event with Donald J. Trump in Milwaukee and you can be a part of it!",'Hannity' Exclusive Event With Donald Trump,link,https://www.eventbrite.com/e/hannity-exclusive-one-hour-event-with-trump-in-milwaukee-tickets-24793306447,2016-08-14 18:00:00,1849,439,178,Tuesday Sean Hannity hosts event   Milwaukee,trump,Neutral
1385,15704546335_10154525364556336,"On ""FOX & Friends Weekend,"" Mike Huckabee acknowledged that sometimes Donald J. Trump may misspeak or commit a gaffe, but said we should be thankful there's one candidate who's open and candid. http://bit.ly/2bufOuk",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154525364556336/?type=3,2016-08-14 15:15:00,11680,1591,1773,FOX Friends Weekend Mike Huckabee acknowledged   misspeak commit gaffe thankful candidate open candid httpbitlybufOuk,trump,Neutral
1386,15704546335_10154525987461336,"""The people of this country are tired of the pay-to-play politics in Washington D.C., and I promise you that when Donald Trump and I arrive at the White House, we're going to bring all of that to an end."" – Mike Pence",,video,https://www.facebook.com/FoxNews/videos/10154525987461336/,2016-08-14 14:00:00,46348,2506,14908,people country tired paytoplay politics Washington DC promise   arrive White House going bring Mike Pence,trump,Neutral
1392,15704546335_10154525356391336,"""If it wasn't so tragic and really indicative of the death of any semblance of journalism, it would be funny.""

Mike Huckabee appeared on ""FOX & Friends Weekend"" to slam a The New York Times piece that paints a grim picture of the ""sputtering"" Donald J. Trump campaign.",'Absolute Fabrication': Huckabee Blasts NY Times Story About 'Sputtering' Trump Campaign,link,http://insider.foxnews.com/2016/08/14/mike-huckabee-blasts-new-york-times-story-about-sputtering-trump-campaign,2016-08-14 09:15:00,5698,1157,1472,tragic indicative death semblance journalism funnyMike Huckabee appeared FOX Friends Weekend slam York Times piece paints grim picture sputtering   campaign,trump,Neutral
1396,15704546335_10154522863651336,"""I don't know, it's crazy that people like Donald Trump... he shouldn't even be where he is, so God help us,"" De Niro said to applause in the Sarajevo National Theater.","You Talkin' to Me?: De Niro Says Trump Is 'Totally Nuts,' Shouldn't Run for POTUS",link,http://insider.foxnews.com/2016/08/13/robert-de-niro-says-donald-trump-totally-nuts-shouldnt-run-potus,2016-08-13 18:00:00,5292,14578,2316,dont crazy people   shouldnt God help De Niro applause Sarajevo National Theater,trump,Neutral
1397,15704546335_10154523087646336,"On Tuesday, Sean Hannity hosts an event with Donald J. Trump in Milwaukee and you can be a part of it!",'Hannity' Exclusive Event with GOP Presidential Nominee Donald Trump,link,https://www.eventbrite.com/e/hannity-exclusive-one-hour-event-with-trump-in-milwaukee-tickets-24793306447,2016-08-13 17:40:00,2010,378,133,Tuesday Sean Hannity hosts event   Milwaukee,trump,Neutral
1401,15704546335_10154521756916336,"""When he took it over, the way we got out was horrible ... and it really led to the real formation of ISIS as we know it.""

Donald J. Trump said the rise of the terror group can be attributed to President Obama's foreign policy. Do you agree?",,video,https://www.facebook.com/FoxNews/videos/10154521756916336/,2016-08-13 05:00:00,23069,2435,3501,horrible led real formation ISIS it  rise terror group attributed President Obamas foreign policy agree,trump,Neutral
1403,15704546335_10154521651961336,"Media bias against Donald J. Trump, as well as past Republican presidential nominees, was the subject on Friday's ""The Kelly File"" on Fox News Channel.",Coverage of Trump controversies raises questions about media,video,http://video.foxnews.com/v/5081817421001/coverage-of-trump-controversies-raises-questions-about-media/#sp=show-clips,2016-08-12 21:08:22,5242,1615,671,Media bias   well Republican presidential nominees subject Fridays Kelly File Fox News Channel,trump,Neutral
1405,15704546335_10154521085606336,"Live Now: Donald J. Trump at a rally in Altoona, Pennsylvania.",,video,https://www.facebook.com/FoxNews/videos/10154521085606336/,2016-08-12 17:15:08,19117,21554,2722,Live   rally Altoona Pennsylvania,trump,Neutral
1406,15704546335_10154521023506336,Sean Hannity and Donald J. Trump will be in Milwaukee for an exclusive event and you can be a part of it!,'Hannity' Exclusive Event With Donald Trump,link,http://bit.ly/2b4iNXn,2016-08-12 16:54:20,2767,509,170,Sean Hannity   will Milwaukee exclusive event,trump,Neutral
1407,15704546335_10154520598211336,Watch Now: Donald J. Trump speaks during a campaign rally.,,video,https://www.facebook.com/FoxNews/videos/10154520598211336/,2016-08-12 13:34:04,24544,41734,4170,Watch   speaks campaign rally,trump,Neutral
1413,15704546335_10154518728511336,Oliver North said Donald J. Trump is right that the administration's failed policies in The Middle East led to the rise of the terror group. What do you think?,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154518728511336/?type=3,2016-08-11 22:15:01,69763,4351,48808,Oliver North   administrations failed policies Middle East led rise terror group,trump,Neutral
1415,15704546335_10154518576891336,"""He is a founder of ISIS. They must love him, because without him you wouldn't have the threat, the horrible situation going on around the world with ISIS.""

Donald J. Trump reiterated his comments about President Obama and ISIS, saying he's not willing to ""knock the hell out of"" the terror group.",,video,https://www.facebook.com/FoxNews/videos/10154518576891336/,2016-08-11 20:00:00,11983,1549,1870,founder ISIS love threat horrible situation going ISIS  reiterated comments President Obama ISIS knock hell terror group,trump,Negative
1417,15704546335_10154518698306336,"Live Now: Donald J. Trump speaks to supporters in Kissimmee, Florida.",,video,https://www.facebook.com/FoxNews/videos/10154518698306336/,2016-08-11 18:08:07,24816,38148,3475,Live   speaks supporters Kissimmee Florida,trump,Neutral
1419,15704546335_10154518364986336,"Sean Hannity said that by ""sabotaging"" Donald J. Trump's campaign, these Republicans will be responsible for the continuation of President Obama's ""radical left-wing agenda.""",Hannity Blasts GOP 'Never Trumpers': Helping Hillary Is 'Disgusting & Dangerous',link,http://insider.foxnews.com/2016/08/11/hannity-blasts-gop-never-trump-ers-disgusting-dangerous-youre-helping-hillary,2016-08-11 15:21:12,32531,15657,13260,Sean Hannity sabotaging  s campaign Republicans will responsible continuation President Obamas radical leftwing agenda,trump,Neutral
1423,15704546335_10154517664551336,Donald J. Trump speaks at a National Association of Home Builders meeting.,,video,https://www.facebook.com/FoxNews/videos/10154517664551336/,2016-08-11 10:06:54,14988,14817,2043,  speaks National Association Builders meeting,trump,Neutral
1426,15704546335_10154515881206336,Does this publication take it too far when it comes to Donald J. Trump?,'Trump Must Go': New York Daily News Calls for GOP to 'Dump Trump',link,http://insider.foxnews.com/2016/08/10/new-york-daily-news-calls-donald-trump-end-his-presidential-campaign,2016-08-11 01:00:00,2804,6937,1094,publication  ,trump,Neutral
1427,15704546335_10154515794656336,"Donald J. Trump received this award from pro-coal supporters during a campaign event in Abingdon, Virginia.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154515794656336/?type=3,2016-08-11 00:15:00,14797,652,804,  received award procoal supporters campaign event Abingdon Virginia,trump,Neutral
1428,15704546335_10154515444136336,Todd Starnes says the latest Donald J. Trump firestorm shows full-blown liberal media bias.,OPINION: Trump Frenzy Proves Media Need Xanax,link,http://www.foxnews.com/opinion/2016/08/10/trump-frenzy-proves-media-need-xanax.html,2016-08-10 23:30:00,10431,1420,1630,Todd Starnes latest   firestorm fullblown liberal media bias,trump,Neutral
1432,15704546335_10154516193486336,"WATCH NOW: Donald J. Trump is speaking at a rally in Sunrise, Florida.",,video,https://www.facebook.com/FoxNews/videos/10154516193486336/,2016-08-10 19:25:32,21574,29722,2821,WATCH   speaking rally Sunrise Florida,trump,Neutral
